2015-05-20 8:21:56 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 8:22:16 - PHP Warning:  strpos() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 22
2015-05-20 8:22:16 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 8:22:50 - PHP Warning:  strpos() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 22
2015-05-20 8:22:50 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 8:23:13 - PHP Warning:  strpos() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 22
2015-05-20 8:23:13 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 25
2015-05-20 8:25:15 - PHP Warning:  strpos() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 8:25:15 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 26
2015-05-20 8:26:07 - PHP Warning:  strpos() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 23
2015-05-20 8:26:07 - PHP Warning:  base64_decode() expects parameter 1 to be string, array given in /var/www/html/quickmusic/catalog/controller/app/search.php on line 26
